,0
1029,1
1030,3
1031,2
1032,1
1033,1
1034,1
1035,4
1036,3
1037,9
1038,1
1039,6
1040,6
1041,2
1042,1
1043,7
1044,5
1045,1
1046,1
1047,3
1048,1
1049,1
1050,1
1051,1
1052,1
1053,5
1054,1
1055,5
1056,5
1057,7
1058,4
1059,1
1060,5
1061,5
1062,1
1063,2
1064,2
1065,1
1066,1
1067,6
1068,1
1069,3
1070,6
1071,8
1072,5
1073,1
1074,4
1075,5
1076,1
1077,1
1078,5
1079,8
1080,1
1081,2
1082,1
1083,2
1084,1
1085,1
1086,1
1087,4
1088,7
1089,3
1090,1
1091,1
1092,1
1093,2
1094,4
1095,1
1096,2
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,2
1105,7
1106,4
1107,1
1108,2
1109,1
1110,1
1111,1
1112,3
1113,1
1114,8
1115,6
1116,3
1117,9
1118,1
1119,1
1120,2
1121,1
1122,2
1123,4
1124,1
1125,2
1126,1
1127,2
1128,5
1129,1
1130,2
1131,3
1132,1
1133,1
1134,1
1135,1
1136,6
1137,1
1138,6
1139,1
1140,1
1141,4
1142,1
1143,2
1144,1
1145,2
1146,1
1147,2
1148,2
1149,1
1150,2
1151,1
1152,1
1153,1
1154,2
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,2
1162,7
1163,2
1164,2
1165,2
1166,1
1167,1
1168,5
1169,1
1170,1
1171,2
1172,5
1173,5
1174,2
1175,6
1176,5
1177,2
1178,1
1179,1
1180,1
1181,1
1182,8
1183,4
1184,7
1185,2
1186,8
1187,6
1188,8
1189,8
1190,1
1191,6
1192,1
1193,5
1194,1
1195,1
1196,3
1197,1
1198,3
1199,1
1200,2
1201,1
1202,3
1203,5
1204,1
1205,9
1206,10
1207,2
1208,4
1209,5
1210,9
1211,1
1212,1
1213,1
1214,1
1215,10
1216,1
1217,6
1218,2
1219,1
1220,1
1221,2
1222,6
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,3
1231,3
1232,2
1233,2
1234,1
1235,8
1236,8
1237,1
1238,2
1239,1
1240,2
1241,1
1242,3
1243,1
1244,1
1245,4
1246,8
1247,2
1248,4
1249,1
1250,1
1251,1
1252,2
1253,1
1254,1
1255,5
1256,3
1257,10
1258,7
1259,5
1260,1
1261,1
1262,1
1263,1
1264,1
1265,3
1266,1
1267,1
1268,4
1269,1
1270,5
1271,2
1272,1
1273,2
1274,6
1275,6
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,9
1283,6
1284,5
1285,2
1286,1
1287,1
1288,2
1289,1
1290,1
1291,7
1292,2
1293,7
1294,2
1295,10
1296,1
1297,10
1298,3
1299,2
1300,1
1301,8
1302,6
1303,1
1304,1
1305,1
1306,6
1307,1
1308,1
1309,6
1310,3
1311,6
1312,1
1313,1
1314,6
1315,6
1316,7
1317,2
1318,1
1319,1
1320,6
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,3
1329,1
1330,4
1331,1
1332,5
1333,1
1334,10
1335,1
1336,2
1337,4
1338,2
1339,1
1340,1
1341,1
1342,1
1343,1
1344,9
1345,3
1346,4
1347,1
1348,1
1349,9
1350,1
1351,2
1352,7
1353,1
1354,1
1355,2
1356,1
1357,1
1358,5
1359,1
1360,4
1361,1
1362,3
1363,1
1364,1
1365,5
1366,1
1367,3
1368,2
1369,1
1370,5
1371,1
1372,9
1373,1
1374,2
1375,9
1376,1
1377,1
1378,4
1379,6
1380,1
1381,1
1382,1
1383,3
1384,10
1385,1
1386,1
1387,5
1388,1
1389,1
1390,9
1391,1
1392,1
1393,1
1394,1
1395,1
1396,6
1397,1
1398,3
1399,1
1400,2
1401,1
1402,6
1403,2
1404,5
1405,6
1406,2
1407,2
1408,3
1409,6
1410,5
1411,1
1412,2
1413,1
1414,5
1415,1
1416,4
1417,1
1418,1
1419,2
1420,1
1421,5
1422,4
1423,2
1424,1
1425,1
1426,6
1427,2
1428,2
1429,8
1430,1
1431,1
1432,1
1433,1
1434,7
1435,3
1436,2
1437,3
1438,3
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,6
1447,2
1448,1
1449,1
1450,4
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,8
1458,6
1459,1
1460,1
1461,2
1462,1
1463,2
1464,6
1465,3
1466,1
1467,10
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,2
1475,3
1476,2
1477,1
1478,4
1479,1
1480,3
1481,3
1482,8
1483,7
1484,1
1485,4
1486,1
1487,6
1488,1
1489,10
1490,1
1491,5
1492,8
1493,9
1494,1
1495,2
1496,1
1497,4
1498,1
1499,2
1500,6
1501,1
1502,6
1503,1
1504,1
1505,1
1506,3
1507,1
1508,4
1509,1
1510,1
1511,2
1512,1
1513,5
1514,1
1515,1
1516,10
1517,4
1518,1
1519,5
1520,1
1521,8
1522,1
1523,1
1524,5
1525,8
1526,1
1527,2
1528,8
1529,1
1530,5
1531,1
1532,6
1533,1
1534,1
1535,7
1536,4
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,4
1544,2
1545,1
1546,1
1547,1
1548,1
1549,1
1550,5
1551,1
1552,1
1553,1
1554,1
1555,6
1556,1
1557,1
1558,1
1559,1
1560,1
1561,2
1562,2
1563,7
1564,1
1565,6
1566,1
1567,3
1568,5
1569,2
1570,2
1571,3
1572,1
1573,3
1574,1
1575,1
1576,3
1577,1
1578,1
1579,1
1580,2
1581,1
1582,3
1583,1
1584,6
1585,8
1586,3
1587,5
1588,6
1589,10
1590,3
1591,1
1592,3
1593,1
1594,3
1595,1
1596,1
1597,1
1598,3
1599,1
1600,3
1601,1
1602,1
1603,3
1604,1
1605,6
1606,8
1607,4
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,2
1618,1
1619,5
1620,1
1621,1
1622,2
1623,4
1624,2
1625,1
1626,1
1627,1
1628,3
1629,1
1630,3
1631,4
1632,3
1633,7
1634,1
1635,1
1636,1
1637,1
1638,1
1639,3
1640,1
1641,2
1642,1
1643,1
1644,2
1645,1
1646,4
1647,1
1648,4
1649,1
1650,8
1651,1
1652,4
1653,2
1654,1
1655,2
1656,1
1657,1
1658,1
1659,6
1660,2
1661,2
1662,5
1663,3
1664,5
1665,8
1666,1
1667,1
1668,1
1669,4
1670,1
1671,1
1672,1
1673,2
1674,1
1675,1
1676,1
1677,3
1678,3
1679,5
1680,1
1681,1
1682,1
1683,1
1684,4
1685,3
1686,6
1687,3
1688,1
1689,1
1690,7
1691,2
1692,2
1693,3
1694,1
1695,3
1696,2
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,4
1704,1
1705,7
1706,1
1707,1
1708,6
1709,1
1710,1
1711,1
1712,3
1713,3
1714,1
1715,1
1716,1
1717,10
1718,3
1719,1
1720,2
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,3
1734,7
1735,1
1736,1
1737,6
1738,1
1739,1
1740,1
1741,1
1742,2
1743,2
1744,2
1745,1
1746,1
1747,4
1748,1
1749,4
1750,1
1751,1
1752,3
1753,1
1754,2
1755,1
1756,5
1757,1
1758,1
1759,4
1760,9
1761,1
1762,1
1763,1
1764,2
1765,3
1766,8
1767,3
1768,1
1769,7
1770,1
1771,8
1772,2
1773,1
1774,3
1775,1
1776,1
1777,1
1778,8
1779,4
1780,3
1781,1
1782,1
1783,1
1784,1
1785,1
1786,6
1787,1
1788,8
1789,4
1790,1
1791,3
1792,3
1793,1
1794,9
1795,1
1796,1
1797,6
1798,3
1799,1
1800,1
1801,8
1802,2
1803,7
1804,1
1805,1
1806,2
1807,1
1808,4
1809,3
1810,1
1811,1
1812,1
1813,1
1814,6
1815,1
1816,1
1817,1
1818,3
1819,9
1820,1
1821,1
1822,1
1823,4
1824,7
1825,3
1826,2
1827,1
1828,3
1829,9
1830,6
1831,5
1832,8
1833,6
1834,2
1835,7
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,6
1844,1
1845,2
1846,1
1847,1
1848,1
1849,7
1850,1
1851,1
1852,1
1853,2
1854,1
1855,1
1856,1
1857,9
1858,2
1859,2
1860,2
1861,1
1862,2
1863,1
1864,1
1865,4
1866,1
1867,1
1868,1
1869,4
1870,1
1871,1
1872,1
1873,3
1874,1
1875,1
1876,5
1877,2
1878,1
1879,6
1880,1
1881,6
1882,3
1883,2
1884,1
1885,2
1886,1
1887,5
1888,2
1889,4
1890,1
1891,2
1892,7
1893,6
1894,1
1895,9
1896,1
1897,1
1898,5
1899,1
1900,8
1901,8
1902,4
1903,1
1904,2
1905,10
1906,2
1907,4
1908,1
1909,1
1910,1
1911,1
1912,1
1913,2
1914,2
1915,2
1916,2
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,4
1924,2
1925,1
1926,3
1927,3
1928,1
1929,1
1930,5
1931,2
1932,2
1933,2
1934,1
1935,8
1936,3
1937,1
1938,1
1939,1
1940,8
1941,1
1942,7
1943,6
1944,1
1945,4
1946,1
1947,1
1948,3
1949,8
1950,9
1951,3
1952,2
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,3
1962,7
1963,1
1964,8
1965,2
1966,3
1967,5
1968,9
1969,4
1970,1
1971,4
1972,8
1973,2
1974,1
1975,1
1976,5
1977,1
1978,6
1979,1
1980,6
1981,4
1982,1
1983,1
1984,2
1985,6
1986,10
1987,1
1988,1
1989,7
1990,1
1991,1
1992,1
1993,1
1994,3
1995,1
1996,1
1997,1
1998,6
1999,1
2000,1
2001,2
2002,2
2003,1
2004,2
2005,6
2006,8
2007,1
2008,3
2009,4
2010,1
2011,1
2012,2
2013,1
2014,3
2015,2
2016,1
2017,9
2018,3
2019,1
2020,1
2021,2
2022,2
2023,1
2024,1
2025,5
2026,1
2027,1
2028,1
2029,1
2030,1
2031,5
2032,1
2033,1
2034,1
2035,5
2036,9
2037,1
2038,1
2039,1
2040,6
2041,6
2042,1
2043,1
2044,2
2045,4
2046,3
2047,6
2048,2
2049,10
2050,8
2051,1
2052,1
2053,1
2054,1
2055,1
2056,6
2057,2
2058,1
2059,2
2060,1
2061,5
2062,1
2063,1
2064,2
2065,10
2066,1
2067,1
2068,8
2069,1
2070,5
2071,6
2072,1
2073,1
2074,1
2075,1
2076,7
2077,3
2078,1
2079,7
2080,1
2081,1
2082,2
2083,1
2084,3
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,2
2092,5
2093,8
2094,1
2095,3
2096,1
2097,1
2098,2
2099,1
2100,2
2101,1
2102,2
2103,2
2104,1
2105,1
2106,5
2107,1
2108,1
2109,6
2110,1
2111,8
2112,1
2113,1
2114,3
2115,1
2116,1
2117,4
2118,1
2119,2
2120,1
2121,2
2122,6
2123,2
2124,1
2125,1
2126,1
2127,5
2128,4
2129,1
2130,1
2131,1
2132,2
2133,1
2134,1
2135,1
2136,1
2137,3
2138,1
2139,1
2140,2
2141,5
2142,2
2143,1
2144,1
2145,2
2146,1
2147,3
2148,1
2149,1
2150,1
2151,1
2152,4
2153,4
2154,5
2155,5
2156,4
2157,2
2158,1
2159,1
2160,1
2161,2
2162,4
2163,1
2164,1
2165,1
2166,4
2167,2
2168,7
2169,5
2170,1
2171,1
2172,1
2173,3
2174,1
2175,1
2176,1
2177,8
2178,3
2179,1
2180,1
2181,1
2182,1
2183,6
2184,6
2185,1
2186,1
2187,3
2188,1
2189,1
2190,2
2191,1
2192,6
2193,1
2194,3
2195,1
2196,5
2197,1
2198,2
2199,2
2200,4
2201,1
2202,1
2203,4
2204,8
2205,1
2206,7
2207,1
2208,1
2209,8
2210,1
2211,1
2212,1
2213,9
2214,1
2215,3
2216,1
2217,8
2218,1
2219,2
2220,3
2221,1
2222,1
2223,6
2224,1
2225,1
2226,1
2227,8
2228,1
2229,1
2230,1
2231,1
2232,4
2233,1
2234,1
2235,4
2236,1
2237,10
2238,2
2239,1
2240,1
2241,5
2242,1
2243,7
2244,1
2245,1
2246,2
2247,6
2248,1
2249,2
2250,1
2251,10
2252,3
2253,3
2254,1
2255,1
2256,1
2257,6
2258,1
2259,1
2260,1
2261,3
2262,1
2263,1
2264,1
2265,1
2266,1
2267,10
2268,2
2269,8
2270,1
2271,1
2272,1
2273,1
2274,3
2275,10
2276,4
2277,3
2278,1
2279,1
2280,2
2281,2
2282,1
2283,5
2284,6
2285,1
2286,8
2287,1
2288,1
2289,8
2290,1
2291,4
2292,1
2293,1
2294,1
2295,1
2296,9
2297,3
2298,1
2299,1
2300,3
2301,6
2302,6
2303,1
2304,2
2305,1
2306,1
2307,2
2308,2
2309,4
2310,1
2311,1
2312,1
2313,6
2314,4
2315,1
2316,2
2317,3
2318,1
2319,9
2320,1
2321,2
2322,1
2323,3
2324,1
2325,1
2326,1
2327,1
2328,1
2329,8
2330,1
2331,1
2332,2
2333,1
2334,9
2335,1
2336,10
2337,1
2338,4
2339,2
2340,1
2341,8
2342,1
2343,2
2344,1
2345,1
2346,6
2347,1
2348,8
2349,5
2350,2
2351,3
2352,4
2353,1
2354,2
2355,10
2356,1
2357,8
2358,3
2359,5
2360,7
2361,9
2362,1
2363,1
2364,1
2365,3
2366,1
2367,8
2368,3
2369,3
2370,4
2371,7
2372,1
2373,1
2374,4
2375,2
2376,1
2377,1
2378,1
2379,8
2380,6
2381,1
2382,1
2383,5
2384,4
2385,1
2386,6
2387,1
2388,4
2389,10
2390,2
2391,1
2392,2
2393,5
2394,1
2395,1
2396,1
2397,8
2398,3
2399,8
2400,1
2401,4
2402,1
2403,8
2404,2
2405,9
2406,8
2407,1
2408,1
2409,1
2410,1
2411,1
2412,5
2413,1
2414,2
2415,1
2416,2
2417,3
2418,2
2419,1
2420,4
2421,1
2422,1
2423,1
2424,8
2425,1
2426,1
2427,4
2428,3
2429,3
2430,1
2431,2
2432,1
2433,6
2434,1
2435,1
2436,1
2437,1
2438,1
2439,2
2440,1
2441,2
2442,1
2443,1
2444,3
2445,5
2446,1
2447,2
2448,2
2449,1
2450,3
2451,10
2452,1
2453,8
2454,8
2455,5
2456,2
2457,7
2458,1
2459,6
2460,1
2461,8
2462,1
2463,4
2464,4
2465,6
2466,3
2467,4
2468,1
2469,1
2470,1
2471,1
2472,1
2473,6
2474,1
2475,1
2476,7
2477,7
2478,1
2479,6
2480,4
2481,3
2482,1
2483,5
2484,2
2485,2
2486,8
2487,2
2488,7
2489,1
2490,1
2491,1
2492,1
2493,2
2494,1
2495,2
2496,3
2497,4
2498,1
2499,1
2500,6
2501,4
2502,8
2503,1
2504,2
2505,1
2506,1
2507,1
2508,1
2509,1
2510,3
2511,7
2512,1
2513,2
2514,2
2515,1
2516,1
2517,1
2518,4
2519,1
2520,1
2521,1
2522,1
2523,3
2524,1
2525,1
2526,8
2527,2
2528,1
2529,1
2530,1
2531,1
2532,10
2533,6
2534,1
2535,1
2536,1
2537,3
2538,1
2539,9
2540,1
2541,1
2542,1
2543,3
2544,1
2545,1
2546,2
2547,1
2548,2
2549,1
2550,4
2551,1
2552,1
2553,2
2554,2
2555,5
2556,1
2557,4
2558,3
2559,1
2560,1
2561,6
2562,1
2563,3
2564,1
2565,1
2566,1
2567,8
2568,2
2569,1
2570,1
2571,3
2572,3
2573,2
2574,1
2575,1
2576,3
2577,1
2578,1
2579,1
2580,5
2581,5
2582,1
2583,1
2584,5
2585,1
2586,1
2587,1
2588,2
2589,9
2590,1
2591,2
2592,1
2593,6
2594,3
2595,4
2596,1
2597,1
2598,1
2599,3
2600,8
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,2
2608,6
2609,6
2610,2
2611,1
2612,2
2613,1
2614,7
2615,1
2616,1
2617,1
2618,4
2619,1
2620,1
2621,1
2622,2
2623,2
2624,7
2625,1
2626,1
2627,2
2628,9
2629,3
2630,1
2631,4
2632,1
2633,3
2634,1
2635,1
2636,1
2637,2
2638,3
2639,6
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,8
2649,2
2650,1
2651,7
2652,1
2653,10
2654,1
2655,8
2656,6
2657,1
2658,1
2659,4
2660,3
2661,4
2662,1
2663,8
2664,1
2665,9
2666,1
2667,3
2668,2
2669,3
2670,1
2671,1
2672,5
2673,1
2674,1
2675,1
2676,5
2677,2
2678,1
2679,1
2680,1
2681,1
2682,4
2683,1
2684,1
2685,1
2686,6
2687,4
2688,1
2689,1
2690,1
2691,3
2692,3
2693,6
2694,2
2695,2
2696,2
2697,1
2698,1
2699,1
2700,2
2701,2
2702,10
2703,1
2704,1
2705,1
2706,1
2707,2
2708,3
2709,5
2710,2
2711,1
2712,1
2713,1
2714,9
2715,1
2716,9
2717,3
2718,1
2719,1
2720,2
2721,4
2722,1
2723,1
2724,2
2725,6
2726,1
2727,4
2728,1
2729,2
2730,1
2731,1
2732,2
2733,1
2734,6
2735,10
2736,5
2737,1
2738,1
2739,1
2740,1
2741,3
2742,1
2743,1
2744,9
2745,1
2746,1
2747,1
2748,2
2749,2
2750,1
2751,5
2752,1
2753,8
2754,9
2755,9
2756,9
2757,2
2758,5
2759,2
2760,1
2761,8
2762,1
2763,1
2764,8
2765,2
2766,1
2767,2
2768,7
2769,2
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,4
2777,1
2778,4
2779,1
2780,1
2781,1
2782,2
2783,2
2784,1
2785,1
2786,1
2787,1
2788,2
2789,1
2790,1
2791,3
2792,1
2793,1
2794,1
2795,7
2796,9
2797,6
2798,1
2799,10
2800,1
2801,5
2802,1
2803,10
2804,4
2805,1
2806,1
2807,2
2808,1
2809,1
2810,4
2811,1
2812,7
2813,5
2814,5
2815,1
2816,7
2817,1
2818,6
2819,2
2820,1
2821,1
2822,2
2823,10
2824,1
2825,1
2826,1
2827,1
2828,6
2829,1
2830,1
2831,5
2832,1
2833,4
2834,1
2835,2
2836,2
2837,1
2838,6
2839,1
2840,1
2841,1
2842,1
2843,1
2844,4
2845,1
2846,8
2847,2
2848,1
2849,1
2850,1
2851,1
2852,1
2853,8
2854,1
2855,1
2856,1
2857,2
2858,1
2859,8
2860,1
2861,2
2862,1
2863,9
2864,8
2865,4
2866,2
2867,1
2868,6
2869,9
2870,1
2871,1
2872,1
2873,3
2874,1
2875,2
2876,1
2877,1
2878,2
2879,1
2880,1
2881,1
2882,2
2883,3
2884,2
2885,1
2886,1
2887,1
2888,4
2889,1
2890,10
2891,1
2892,1
2893,10
2894,9
2895,1
2896,1
2897,4
2898,2
2899,5
2900,8
2901,1
2902,1
2903,10
2904,1
2905,2
2906,4
2907,1
2908,3
2909,1
2910,2
2911,1
2912,6
2913,1
2914,2
2915,1
2916,2
2917,6
2918,4
2919,2
2920,1
2921,4
2922,1
2923,1
2924,3
2925,3
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,4
2933,1
2934,6
2935,1
2936,1
2937,1
2938,3
2939,1
2940,1
2941,1
2942,1
2943,1
2944,4
2945,1
2946,1
2947,1
2948,7
2949,1
2950,5
2951,1
2952,1
2953,5
2954,10
2955,1
2956,1
2957,1
2958,2
2959,3
2960,4
2961,1
2962,2
2963,2
2964,3
2965,2
2966,1
2967,1
2968,2
2969,1
2970,5
2971,3
2972,1
2973,1
2974,3
2975,1
2976,1
2977,2
2978,3
2979,2
2980,2
2981,1
2982,1
2983,10
2984,1
2985,2
2986,1
2987,1
2988,1
2989,4
2990,1
2991,6
2992,1
2993,2
2994,1
2995,2
2996,8
2997,3
