,0
347,4.0
348,1.0
349,1.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,4.0
357,1.0
358,1.0
359,3.0
360,2.0
361,2.0
362,1.0
363,1.0
364,1.0
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,2.0
371,2.0
372,2.0
373,2.0
374,3.0
375,1.0
376,1.0
377,1.0
378,2.0
379,2.0
380,1.0
381,1.0
382,4.0
383,2.0
384,2.0
385,3.0
386,1.0
387,8.0
388,1.0
389,2.0
390,1.0
391,3.0
392,1.0
393,1.0
394,4.0
395,2.0
396,1.0
397,2.0
398,3.0
399,1.0
400,1.0
401,5.0
402,6.0
403,3.0
404,1.0
405,1.0
406,1.0
407,1.0
408,1.0
409,3.0
410,1.0
411,1.0
412,1.0
413,1.0
414,2.0
415,1.0
416,4.0
417,1.0
418,3.0
419,6.0
420,1.0
421,1.0
422,3.0
423,2.0
424,4.0
425,1.0
426,1.0
427,1.0
428,2.0
429,1.0
430,1.0
431,1.0
432,1.0
433,1.0
434,6.0
435,2.0
436,1.0
437,2.0
438,1.0
439,2.0
440,1.0
441,3.0
442,1.0
443,1.0
444,2.0
445,2.0
446,6.0
447,1.0
448,1.0
449,1.0
450,6.0
451,1.0
452,3.0
453,6.0
454,4.0
455,1.0
456,6.0
457,3.0
458,1.0
459,3.0
460,1.0
461,2.0
462,1.0
463,3.0
464,1.0
465,4.0
466,1.0
467,1.0
468,8.0
469,1.0
470,2.0
471,4.0
472,2.0
473,1.0
474,4.0
475,6.0
476,1.0
477,3.0
478,1.0
479,4.0
480,1.0
481,2.0
482,1.0
483,1.0
484,3.0
485,1.0
486,1.0
487,1.0
488,2.0
489,3.0
490,1.0
491,3.0
492,1.0
493,2.0
494,3.0
495,1.0
496,3.0
497,1.0
498,1.0
499,8.0
500,1.0
501,3.0
502,2.0
503,1.0
504,1.0
505,2.0
506,6.0
507,1.0
508,2.0
509,2.0
510,1.0
511,1.0
512,3.0
513,2.0
514,1.0
515,1.0
516,8.0
517,9.0
518,3.0
519,6.0
520,4.0
521,8.0
522,1.0
523,1.0
524,1.0
525,6.0
526,1.0
527,3.0
528,8.0
529,1.0
530,3.0
531,1.0
532,1.0
533,3.0
534,1.0
535,1.0
536,3.0
537,1.0
538,3.0
539,1.0
540,3.0
541,3.0
542,1.0
543,1.0
544,1.0
545,1.0
546,4.0
547,2.0
548,1.0
549,1.0
550,3.0
551,1.0
552,2.0
553,1.0
554,1.0
555,1.0
556,4.0
557,1.0
558,1.0
559,2.0
560,3.0
561,4.0
562,2.0
563,1.0
564,1.0
565,6.0
566,2.0
567,1.0
568,1.0
569,4.0
570,1.0
571,2.0
572,1.0
573,3.0
574,1.0
575,1.0
576,1.0
577,4.0
578,4.0
579,1.0
580,4.0
581,4.0
582,1.0
583,3.0
584,4.0
585,1.0
586,1.0
587,1.0
588,1.0
589,1.0
590,2.0
591,2.0
592,1.0
593,1.0
594,2.0
595,2.0
596,2.0
597,2.0
598,1.0
599,4.0
600,3.0
601,2.0
602,1.0
603,3.0
604,1.0
605,1.0
606,8.0
607,1.0
608,2.0
609,1.0
610,1.0
611,2.0
612,1.0
613,4.0
614,2.0
615,1.0
616,2.0
617,1.0
618,4.0
619,2.0
620,3.0
621,6.0
622,3.0
623,5.0
624,1.0
625,4.0
626,1.0
627,1.0
628,5.0
629,3.0
630,1.0
631,1.0
632,4.0
633,4.0
634,4.0
635,2.0
636,3.0
637,1.0
638,5.0
639,9.0
640,1.0
641,1.0
642,3.0
643,3.0
644,2.0
645,1.0
646,2.0
647,2.0
648,3.0
649,1.0
650,1.0
651,1.0
652,1.0
653,2.0
654,6.0
655,1.0
656,2.0
657,1.0
658,2.0
659,3.0
660,1.0
661,3.0
662,1.0
663,3.0
664,1.0
665,1.0
666,4.0
667,1.0
668,1.0
669,1.0
670,1.0
671,2.0
672,1.0
673,4.0
674,4.0
675,1.0
676,1.0
677,4.0
678,1.0
679,1.0
680,2.0
681,6.0
682,1.0
683,1.0
684,3.0
685,1.0
686,3.0
687,1.0
688,3.0
689,6.0
690,6.0
691,6.0
692,1.0
693,1.0
694,1.0
695,1.0
696,3.0
697,1.0
698,2.0
699,1.0
700,2.0
701,5.0
702,3.0
703,2.0
704,1.0
705,1.0
706,1.0
707,1.0
708,2.0
709,3.0
710,2.0
711,1.0
712,3.0
713,1.0
714,3.0
715,1.0
716,3.0
717,1.0
718,1.0
719,8.0
720,3.0
721,1.0
722,1.0
723,4.0
724,1.0
725,1.0
726,1.0
727,1.0
728,8.0
729,4.0
730,3.0
731,2.0
732,1.0
733,1.0
734,1.0
735,1.0
736,1.0
737,3.0
738,4.0
739,10.0
740,2.0
741,3.0
742,4.0
743,4.0
744,1.0
745,1.0
746,2.0
747,1.0
748,1.0
749,1.0
750,1.0
751,3.0
752,1.0
753,4.0
754,1.0
755,1.0
756,1.0
757,1.0
758,1.0
759,6.0
760,6.0
761,1.0
762,3.0
763,4.0
764,3.0
765,3.0
766,1.0
767,1.0
768,1.0
769,2.0
770,1.0
771,1.0
772,1.0
773,2.0
774,1.0
775,3.0
776,1.0
777,1.0
778,5.0
779,2.0
780,6.0
781,1.0
782,1.0
783,3.0
784,1.0
785,3.0
786,1.0
787,5.0
788,2.0
789,3.0
790,3.0
791,1.0
792,1.0
793,2.0
794,1.0
795,1.0
796,2.0
797,1.0
798,1.0
799,2.0
800,1.0
801,1.0
802,3.0
803,1.0
804,1.0
805,1.0
806,1.0
807,1.0
808,6.0
809,1.0
810,1.0
811,1.0
812,2.0
813,1.0
814,4.0
815,4.0
816,6.0
817,4.0
818,1.0
819,4.0
820,1.0
821,1.0
822,1.0
823,1.0
824,1.0
825,1.0
826,1.0
827,1.0
828,1.0
829,1.0
830,1.0
831,6.0
832,1.0
833,1.0
834,1.0
835,4.0
836,1.0
837,2.0
838,4.0
839,1.0
840,4.0
841,5.0
842,1.0
843,1.0
844,1.0
845,4.0
846,4.0
847,3.0
848,1.0
849,1.0
850,4.0
851,1.0
852,6.0
853,1.0
854,3.0
855,6.0
856,1.0
857,1.0
858,3.0
859,1.0
860,1.0
861,1.0
862,5.0
863,3.0
864,3.0
865,1.0
866,4.0
867,1.0
868,1.0
869,3.0
870,1.0
871,1.0
872,2.0
873,1.0
874,6.0
875,2.0
876,2.0
877,1.0
878,1.0
879,3.0
880,2.0
881,1.0
882,1.0
883,1.0
884,1.0
885,1.0
886,1.0
887,1.0
888,2.0
889,1.0
890,3.0
891,1.0
892,1.0
893,1.0
894,3.0
895,6.0
896,1.0
897,2.0
898,1.0
899,1.0
900,1.0
901,2.0
902,1.0
903,1.0
904,4.0
905,1.0
906,8.0
907,4.0
908,3.0
909,4.0
910,1.0
911,1.0
912,2.0
913,4.0
914,1.0
915,6.0
916,1.0
917,1.0
918,2.0
919,8.0
920,4.0
921,1.0
922,1.0
923,1.0
924,1.0
925,1.0
926,4.0
927,1.0
928,4.0
929,1.0
930,2.0
931,1.0
932,4.0
933,1.0
934,2.0
935,4.0
936,6.0
937,1.0
938,1.0
939,6.0
940,5.0
941,2.0
942,1.0
943,2.0
944,3.0
945,3.0
946,1.0
947,1.0
948,3.0
949,6.0
950,1.0
951,1.0
952,1.0
953,1.0
954,1.0
955,1.0
956,1.0
957,1.0
958,1.0
959,6.0
960,1.0
961,1.0
962,2.0
963,4.0
964,4.0
965,3.0
966,2.0
967,2.0
968,5.0
969,1.0
970,1.0
971,1.0
972,8.0
973,3.0
974,1.0
975,1.0
976,1.0
977,2.0
978,4.0
979,2.0
980,3.0
981,1.0
982,3.0
983,1.0
984,4.0
985,2.0
986,4.0
987,1.0
988,1.0
989,1.0
990,4.0
991,1.0
992,2.0
993,1.0
994,4.0
995,3.0
996,1.0
997,1.0
998,1.0
999,1.0
1000,4.0
1001,2.0
1002,1.0
1003,4.0
1004,2.0
1005,1.0
1006,4.0
1007,3.0
1008,1.0
1009,4.0
1010,3.0
1011,1.0
1012,1.0
1013,4.0
1014,2.0
1015,3.0
1016,6.0
1017,4.0
1018,2.0
1019,1.0
1020,1.0
1021,1.0
1022,1.0
1023,1.0
1024,1.0
1025,6.0
1026,1.0
1027,1.0
1028,5.0
1029,2.0
1030,3.0
1031,1.0
1032,6.0
1033,2.0
1034,3.0
1035,2.0
1036,1.0
1037,1.0
1038,6.0
1039,1.0
1040,1.0
1041,1.0
1042,4.0
1043,4.0
1044,1.0
1045,1.0
1046,1.0
1047,4.0
1048,1.0
1049,1.0
1050,1.0
1051,1.0
1052,2.0
1053,3.0
1054,3.0
1055,2.0
1056,2.0
1057,3.0
1058,2.0
1059,1.0
1060,8.0
1061,1.0
1062,1.0
1063,1.0
1064,1.0
1065,3.0
1066,3.0
1067,6.0
1068,6.0
1069,4.0
1070,3.0
1071,1.0
1072,2.0
1073,1.0
1074,3.0
1075,4.0
1076,1.0
1077,1.0
1078,1.0
1079,1.0
1080,1.0
1081,1.0
1082,1.0
1083,2.0
1084,1.0
1085,1.0
1086,1.0
1087,2.0
1088,1.0
1089,2.0
1090,1.0
1091,1.0
1092,1.0
1093,1.0
1094,1.0
1095,3.0
1096,6.0
1097,1.0
1098,2.0
1099,1.0
1100,1.0
1101,1.0
1102,1.0
1103,3.0
1104,6.0
1105,6.0
1106,3.0
1107,8.0
1108,1.0
1109,4.0
1110,2.0
1111,3.0
1112,1.0
1113,1.0
1114,1.0
1115,1.0
1116,4.0
1117,4.0
1118,6.0
1119,6.0
1120,2.0
1121,2.0
1122,1.0
1123,2.0
1124,1.0
1125,1.0
1126,2.0
1127,9.0
1128,1.0
1129,1.0
1130,1.0
1131,1.0
1132,1.0
1133,2.0
1134,4.0
1135,3.0
1136,1.0
1137,1.0
1138,2.0
1139,1.0
1140,1.0
1141,1.0
1142,2.0
1143,2.0
1144,3.0
1145,8.0
1146,6.0
1147,1.0
1148,2.0
1149,2.0
1150,1.0
1151,6.0
1152,2.0
1153,1.0
1154,1.0
1155,1.0
1156,3.0
1157,3.0
1158,1.0
1159,1.0
1160,2.0
1161,8.0
1162,1.0
1163,3.0
1164,1.0
1165,1.0
1166,1.0
1167,1.0
1168,4.0
1169,1.0
1170,6.0
1171,1.0
1172,4.0
1173,3.0
1174,1.0
1175,1.0
1176,3.0
1177,1.0
1178,1.0
1179,2.0
1180,1.0
1181,8.0
1182,1.0
1183,1.0
1184,4.0
1185,1.0
1186,4.0
1187,1.0
1188,4.0
1189,1.0
1190,1.0
1191,1.0
1192,1.0
1193,3.0
1194,4.0
1195,1.0
1196,2.0
1197,1.0
1198,1.0
1199,1.0
1200,1.0
1201,1.0
1202,4.0
1203,2.0
1204,1.0
1205,4.0
1206,4.0
1207,1.0
1208,1.0
1209,1.0
1210,2.0
1211,3.0
1212,3.0
1213,8.0
1214,1.0
1215,3.0
1216,2.0
1217,2.0
1218,1.0
1219,1.0
1220,6.0
1221,1.0
1222,4.0
1223,3.0
1224,1.0
1225,3.0
1226,1.0
1227,1.0
1228,1.0
1229,3.0
1230,2.0
1231,1.0
1232,2.0
1233,1.0
1234,1.0
1235,1.0
1236,1.0
1237,1.0
1238,2.0
1239,2.0
1240,1.0
1241,1.0
1242,4.0
1243,6.0
1244,1.0
1245,1.0
1246,3.0
1247,1.0
1248,3.0
1249,1.0
1250,3.0
1251,1.0
1252,2.0
1253,1.0
1254,3.0
1255,4.0
1256,6.0
1257,1.0
1258,1.0
1259,1.0
1260,1.0
1261,1.0
1262,1.0
1263,1.0
1264,4.0
1265,1.0
1266,4.0
1267,3.0
1268,4.0
1269,3.0
1270,6.0
1271,1.0
1272,1.0
1273,1.0
1274,1.0
1275,2.0
1276,1.0
1277,2.0
1278,1.0
1279,3.0
1280,1.0
1281,8.0
1282,1.0
1283,1.0
1284,3.0
1285,1.0
1286,1.0
1287,1.0
1288,3.0
1289,2.0
1290,4.0
1291,3.0
1292,1.0
1293,1.0
1294,3.0
1295,5.0
1296,1.0
1297,1.0
1298,3.0
1299,1.0
1300,1.0
1301,1.0
1302,1.0
1303,2.0
1304,1.0
1305,1.0
1306,2.0
1307,1.0
1308,1.0
1309,6.0
1310,1.0
1311,1.0
1312,1.0
1313,6.0
1314,1.0
1315,1.0
1316,3.0
1317,3.0
1318,4.0
1319,1.0
1320,1.0
1321,1.0
1322,1.0
1323,3.0
1324,1.0
1325,1.0
1326,1.0
1327,1.0
1328,1.0
1329,2.0
1330,1.0
1331,1.0
1332,4.0
1333,1.0
1334,8.0
1335,6.0
1336,3.0
1337,6.0
1338,6.0
1339,1.0
1340,1.0
1341,2.0
1342,1.0
1343,2.0
1344,5.0
1345,2.0
1346,1.0
1347,1.0
1348,1.0
1349,4.0
1350,1.0
1351,1.0
1352,6.0
1353,2.0
1354,4.0
1355,1.0
1356,1.0
1357,6.0
1358,1.0
1359,2.0
1360,2.0
1361,2.0
