,0
292,9
293,1
294,6
295,4
296,1
297,1
298,1
299,1
300,1
301,1
302,8
303,1
304,9
305,1
306,1
307,1
308,7
309,1
310,1
311,3
312,2
313,2
314,6
315,9
316,2
317,1
318,2
319,1
320,1
321,2
322,8
323,1
324,1
325,8
326,6
327,4
328,1
329,1
330,4
331,1
332,1
333,1
334,1
335,1
336,1
337,8
338,3
339,4
340,1
341,4
342,1
343,2
344,1
345,2
346,6
347,3
348,6
349,1
350,1
351,3
352,6
353,6
354,1
355,1
356,1
357,3
358,1
359,1
360,1
361,1
362,1
363,2
364,4
365,3
366,1
367,2
368,2
369,4
370,4
371,2
372,1
373,1
374,1
375,4
376,2
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,6
386,3
387,1
388,1
389,2
390,4
391,1
392,6
393,1
394,4
395,5
396,1
397,4
398,8
399,1
400,2
401,1
402,4
403,2
404,2
405,2
406,2
407,4
408,1
409,1
410,1
411,4
412,8
413,1
414,2
415,1
416,9
417,1
418,4
419,2
420,1
421,2
422,1
423,4
424,1
425,4
426,2
427,4
428,6
429,2
430,1
431,1
432,1
433,4
434,1
435,1
436,3
437,2
438,4
439,4
440,4
441,1
442,1
443,1
444,6
445,3
446,1
447,1
448,4
449,1
450,1
451,2
452,1
453,1
454,2
455,9
456,3
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,2
469,5
470,5
471,1
472,2
473,1
474,2
475,1
476,2
477,8
478,4
479,6
480,2
481,5
482,4
483,6
484,1
485,3
486,1
487,1
488,1
489,4
490,4
491,4
492,1
493,2
494,2
495,1
496,3
497,4
498,1
499,1
500,4
501,1
502,1
503,1
504,6
505,2
506,1
507,8
508,2
509,1
510,4
511,4
512,1
513,2
514,3
515,4
516,2
517,4
518,1
519,1
520,3
521,1
522,1
523,1
524,1
525,1
526,5
527,4
528,1
529,2
530,2
531,1
532,4
533,4
534,1
535,1
536,2
537,1
538,3
539,4
540,1
541,3
542,4
543,4
544,1
545,2
546,2
547,1
548,5
549,1
550,1
551,4
552,8
553,1
554,1
555,2
556,1
557,4
558,4
559,2
560,1
561,4
562,2
563,9
564,1
565,1
566,4
567,4
568,2
569,4
570,8
571,1
572,1
573,1
574,1
575,3
576,4
577,1
578,4
579,2
580,6
581,4
582,1
583,4
584,4
585,1
586,1
587,1
588,6
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,4
597,1
598,4
599,1
600,6
601,4
602,2
603,1
604,2
605,1
606,1
607,1
608,2
609,1
610,8
611,1
612,6
613,2
614,1
615,6
616,4
617,1
618,2
619,1
620,1
621,1
622,1
623,1
624,2
625,1
626,4
627,1
628,5
629,4
630,4
631,1
632,2
633,2
634,1
635,4
636,3
637,1
638,1
639,1
640,2
641,4
642,8
643,8
644,1
645,1
646,2
647,4
648,4
649,1
650,3
651,1
652,6
653,2
654,2
655,1
656,4
657,4
658,1
659,4
660,3
661,1
662,4
663,2
664,4
665,6
666,9
667,1
668,9
669,8
670,1
671,2
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,4
684,4
685,1
686,4
687,4
688,2
689,1
690,1
691,4
692,1
693,1
694,4
695,1
696,1
697,6
698,4
699,2
700,2
701,2
702,1
703,4
704,1
705,2
706,1
707,1
708,4
709,1
710,1
711,2
712,1
713,1
714,4
715,1
716,1
717,9
718,1
719,1
720,7
721,2
722,4
723,2
724,2
725,1
726,9
727,1
728,1
729,1
730,1
731,2
732,6
733,4
734,1
735,1
736,2
737,2
738,4
739,1
740,1
741,2
742,4
743,1
744,4
745,3
746,4
747,1
748,4
749,1
750,8
751,2
752,2
753,10
754,4
755,1
756,1
757,1
758,1
759,1
760,2
761,1
762,1
763,4
764,1
765,2
766,1
767,4
768,1
769,1
770,1
771,1
772,2
773,1
774,1
775,4
776,1
777,1
778,1
779,4
780,1
781,1
782,1
783,9
784,1
785,1
786,2
787,3
788,1
789,1
790,1
791,1
792,1
793,3
794,2
795,1
796,4
797,1
798,1
799,3
800,1
801,2
802,4
803,1
804,1
805,2
806,1
807,1
808,1
809,2
810,1
811,1
812,2
813,1
814,2
815,1
816,4
817,1
818,8
819,2
820,2
821,1
822,2
823,1
824,6
825,4
826,1
827,1
828,1
829,2
830,1
831,9
832,8
833,8
834,4
835,2
836,1
837,6
838,1
839,1
840,2
841,2
842,1
843,2
844,6
845,4
846,1
847,1
848,4
849,6
850,2
851,1
852,2
853,1
854,1
855,4
856,1
857,2
858,6
859,4
860,1
861,9
862,2
863,1
864,2
865,9
866,1
867,4
868,5
869,2
870,1
871,1
872,1
873,1
874,4
875,6
876,4
877,5
878,1
879,1
880,2
881,4
882,2
883,2
884,1
885,6
886,4
887,1
888,4
889,1
890,4
891,2
892,2
893,1
894,1
895,1
896,1
897,4
898,2
899,6
900,1
901,2
902,2
903,8
904,1
905,2
906,1
907,8
908,1
909,2
910,1
911,6
912,1
913,1
914,1
915,5
916,1
917,4
918,4
919,1
920,1
921,1
922,1
923,1
924,2
925,3
926,1
927,5
928,4
929,1
930,2
931,1
932,2
933,2
934,4
935,1
936,1
937,1
938,4
939,1
940,4
941,1
942,4
943,9
944,2
945,1
946,1
947,4
948,2
949,2
950,2
951,1
952,1
953,4
954,1
955,4
956,1
957,6
958,1
959,6
960,2
961,2
962,4
963,1
964,6
965,1
966,6
967,6
968,4
969,2
970,4
971,1
972,1
973,9
974,3
975,3
976,4
977,2
978,2
979,2
980,2
981,1
982,1
983,4
984,1
985,1
986,4
987,8
988,4
989,2
990,4
991,1
992,1
993,1
994,4
995,4
996,1
997,6
998,2
999,1
1000,1
1001,1
1002,1
1003,3
1004,2
1005,1
1006,1
1007,1
1008,2
1009,1
1010,1
1011,4
1012,2
1013,1
1014,4
1015,1
1016,1
1017,1
1018,1
1019,2
1020,1
1021,2
1022,1
1023,1
1024,10
1025,3
1026,1
1027,1
1028,1
1029,1
1030,3
1031,2
1032,1
1033,1
1034,2
1035,4
1036,2
1037,4
1038,1
1039,6
1040,4
1041,2
1042,2
1043,4
1044,9
1045,1
1046,1
1047,3
1048,6
1049,1
1050,1
1051,1
1052,2
1053,5
1054,1
1055,9
1056,1
1057,2
1058,4
1059,1
1060,4
1061,2
1062,1
1063,2
1064,4
1065,1
1066,1
1067,6
1068,1
1069,3
1070,4
1071,6
1072,4
1073,1
1074,4
1075,5
1076,4
1077,1
1078,5
1079,4
1080,1
1081,2
1082,1
1083,2
1084,1
1085,1
1086,1
1087,4
1088,8
1089,9
1090,1
1091,6
1092,1
1093,6
1094,4
1095,1
1096,2
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,2
1105,4
1106,4
1107,1
1108,2
1109,1
1110,4
1111,1
1112,6
1113,1
1114,1
1115,4
1116,3
1117,9
1118,1
1119,4
1120,2
1121,1
1122,2
1123,4
1124,1
1125,1
1126,1
1127,2
1128,5
1129,1
1130,4
1131,3
1132,4
1133,1
1134,1
1135,1
1136,4
1137,1
1138,6
1139,1
1140,1
1141,4
1142,1
1143,2
1144,1
1145,2
1146,1
1147,2
1148,2
1149,1
1150,1
1151,4
1152,1
1153,2
1154,2
1155,1
1156,1
1157,1
1158,1
1159,1
1160,2
1161,2
1162,1
1163,1
1164,2
1165,2
1166,4
1167,4
1168,4
1169,2
1170,1
1171,2
1172,4
1173,5
1174,2
1175,4
1176,4
1177,2
1178,1
1179,2
1180,1
1181,2
1182,1
1183,4
1184,10
1185,2
1186,1
1187,4
1188,4
1189,1
1190,1
1191,6
1192,1
1193,4
1194,1
1195,1
1196,3
1197,1
1198,3
1199,2
1200,2
1201,1
1202,3
1203,4
1204,2
1205,9
1206,6
1207,2
1208,4
1209,4
1210,9
1211,2
1212,1
1213,1
1214,1
1215,6
1216,6
1217,6
1218,1
1219,1
1220,1
1221,2
1222,4
1223,1
1224,4
1225,1
1226,2
1227,1
1228,1
1229,6
1230,2
1231,1
1232,2
1233,2
1234,1
1235,1
1236,1
1237,6
1238,2
1239,1
1240,2
1241,1
1242,1
1243,4
1244,1
1245,4
1246,1
1247,2
1248,4
1249,1
1250,4
1251,1
1252,2
1253,1
1254,2
1255,1
1256,6
1257,1
1258,4
1259,8
1260,1
1261,1
1262,1
1263,1
1264,1
1265,2
1266,1
1267,1
1268,4
1269,1
1270,1
1271,4
1272,1
1273,2
1274,1
1275,6
1276,2
1277,1
1278,4
1279,1
1280,8
1281,1
1282,4
1283,4
1284,6
1285,1
1286,1
1287,1
1288,4
1289,4
1290,1
1291,4
1292,2
1293,4
1294,2
1295,4
1296,1
1297,10
1298,5
1299,2
1300,1
1301,1
1302,4
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,4
1310,3
1311,4
1312,1
1313,2
1314,4
1315,4
1316,4
1317,2
1318,4
1319,1
1320,6
1321,1
1322,4
1323,4
1324,1
1325,1
1326,1
1327,4
1328,4
1329,8
1330,1
1331,1
1332,4
1333,1
1334,4
1335,1
1336,2
1337,4
1338,2
1339,1
1340,1
1341,1
1342,1
1343,2
1344,9
1345,9
1346,4
1347,1
1348,1
1349,2
1350,1
1351,2
1352,1
1353,1
1354,1
1355,2
1356,1
1357,2
1358,4
1359,1
1360,4
1361,1
1362,6
1363,4
1364,4
1365,1
1366,1
1367,9
1368,2
1369,1
1370,1
1371,1
1372,9
1373,2
1374,4
1375,9
1376,1
1377,1
1378,4
1379,5
1380,1
1381,1
1382,1
1383,2
1384,5
1385,1
1386,3
1387,9
1388,1
1389,2
1390,9
1391,1
1392,8
1393,1
1394,1
1395,2
1396,4
1397,2
1398,6
1399,1
1400,2
1401,2
1402,6
1403,4
1404,5
1405,4
1406,4
1407,4
1408,9
1409,4
1410,4
1411,1
1412,2
1413,1
1414,6
1415,1
1416,4
1417,1
1418,6
1419,2
1420,2
1421,1
1422,4
1423,2
1424,2
1425,1
1426,4
1427,4
1428,2
1429,1
1430,1
1431,1
1432,1
1433,2
1434,5
1435,3
1436,2
1437,3
1438,6
1439,2
1440,1
1441,1
1442,1
1443,1
1444,1
1445,2
1446,2
1447,2
1448,1
1449,1
1450,4
1451,1
1452,1
1453,1
1454,2
1455,4
1456,1
1457,8
1458,4
1459,1
1460,1
1461,2
1462,1
1463,2
1464,1
1465,9
1466,1
1467,4
1468,4
1469,1
1470,2
1471,1
1472,1
1473,2
1474,4
1475,3
1476,2
1477,1
1478,4
1479,1
1480,9
1481,3
1482,1
1483,10
1484,1
1485,4
1486,1
1487,4
1488,1
1489,1
1490,2
1491,5
1492,5
1493,4
1494,1
1495,2
1496,1
1497,2
1498,1
1499,2
1500,9
1501,1
1502,5
1503,4
1504,1
1505,1
1506,1
1507,1
1508,4
1509,1
1510,1
1511,2
1512,1
1513,1
1514,1
1515,4
1516,8
1517,4
1518,1
1519,4
1520,1
1521,1
1522,1
1523,2
1524,4
1525,1
1526,1
1527,2
1528,4
1529,1
1530,4
1531,1
1532,4
1533,2
1534,1
1535,2
1536,4
1537,1
1538,1
1539,2
1540,1
1541,1
1542,1
1543,4
1544,2
1545,1
1546,1
1547,1
1548,1
1549,2
1550,1
1551,1
1552,1
1553,4
1554,1
1555,4
1556,1
1557,1
1558,1
1559,4
1560,1
1561,1
1562,1
1563,1
1564,1
1565,4
1566,1
1567,3
1568,8
1569,2
1570,2
1571,3
1572,1
1573,3
1574,1
1575,1
1576,3
1577,4
1578,2
1579,1
1580,2
1581,1
1582,2
1583,1
1584,4
1585,1
1586,3
1587,4
1588,6
1589,4
1590,2
1591,1
1592,3
1593,1
1594,3
1595,1
1596,1
1597,4
1598,3
1599,1
1600,9
1601,2
1602,1
1603,6
1604,1
1605,4
1606,8
1607,4
1608,2
1609,1
1610,4
1611,2
1612,1
1613,1
1614,4
1615,4
1616,1
1617,2
1618,1
1619,4
1620,1
1621,1
1622,2
1623,4
1624,2
1625,1
1626,1
1627,1
1628,6
1629,1
1630,3
1631,4
1632,3
1633,4
1634,1
1635,4
1636,1
1637,1
1638,1
1639,3
1640,1
1641,2
1642,1
1643,4
1644,4
1645,1
1646,2
1647,1
1648,4
1649,1
1650,1
1651,1
1652,6
1653,2
1654,1
1655,2
1656,1
1657,1
1658,4
1659,4
1660,2
1661,2
1662,6
1663,2
1664,4
1665,6
1666,1
1667,1
1668,1
1669,4
1670,1
1671,1
1672,1
1673,2
1674,1
1675,1
1676,2
1677,3
1678,4
1679,4
1680,1
1681,1
1682,1
1683,1
1684,4
1685,2
1686,8
1687,2
1688,1
1689,1
1690,9
1691,4
1692,2
1693,9
1694,1
1695,3
1696,2
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,4
1704,1
1705,4
1706,2
1707,1
1708,4
1709,1
1710,1
1711,1
1712,6
1713,6
1714,1
1715,1
1716,6
1717,4
1718,9
1719,2
1720,2
1721,1
1722,4
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,4
1731,2
1732,1
1733,3
1734,4
1735,1
1736,1
1737,1
1738,1
1739,8
1740,1
1741,2
1742,2
1743,2
1744,2
1745,1
1746,4
1747,1
1748,1
1749,4
1750,2
1751,1
1752,3
1753,1
1754,2
1755,1
1756,4
1757,1
1758,1
1759,4
1760,1
1761,1
1762,1
1763,8
1764,2
1765,3
1766,5
1767,3
1768,1
1769,1
1770,2
1771,1
1772,2
1773,4
1774,9
1775,1
1776,1
1777,1
1778,1
1779,4
1780,6
1781,1
1782,1
1783,1
1784,4
1785,1
1786,6
1787,1
1788,8
1789,2
1790,1
1791,9
1792,3
1793,1
1794,9
1795,1
1796,1
1797,4
1798,2
1799,1
1800,1
1801,1
1802,2
1803,1
1804,1
1805,1
1806,4
1807,6
1808,4
1809,2
1810,1
1811,1
1812,4
1813,1
1814,4
1815,1
1816,1
1817,1
1818,3
1819,2
1820,1
1821,1
1822,1
1823,4
1824,4
1825,3
1826,2
1827,1
1828,4
1829,4
1830,4
1831,4
1832,8
1833,4
1834,2
1835,8
1836,8
1837,2
1838,1
1839,1
1840,1
1841,1
1842,8
1843,6
1844,1
1845,2
1846,2
1847,1
1848,1
1849,4
1850,1
1851,1
1852,1
1853,4
1854,9
1855,1
1856,1
1857,9
1858,2
1859,2
1860,2
1861,1
1862,2
1863,1
1864,1
1865,4
1866,1
1867,1
1868,4
1869,6
1870,1
1871,2
1872,1
1873,2
1874,2
1875,1
1876,1
1877,2
1878,1
1879,4
1880,1
1881,4
1882,3
1883,2
1884,1
1885,4
1886,1
1887,1
1888,2
1889,4
1890,1
1891,2
1892,4
1893,4
1894,4
1895,4
1896,1
1897,1
1898,6
1899,1
1900,1
1901,8
1902,4
1903,5
1904,2
1905,4
1906,2
1907,4
1908,1
1909,1
1910,4
1911,2
1912,1
1913,2
1914,2
1915,2
1916,4
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,4
1924,4
1925,1
1926,3
1927,4
1928,1
1929,4
1930,8
1931,6
1932,2
1933,6
1934,2
1935,1
1936,9
1937,4
1938,1
1939,1
1940,8
1941,1
1942,4
1943,4
1944,1
1945,4
1946,1
1947,4
1948,9
1949,8
1950,6
1951,3
1952,2
1953,2
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,2
1961,3
1962,5
1963,1
1964,8
1965,2
1966,3
1967,4
1968,4
1969,4
1970,1
1971,4
1972,1
1973,2
1974,1
1975,1
1976,4
1977,1
1978,6
1979,1
1980,1
1981,4
1982,1
1983,1
1984,2
1985,6
1986,4
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,3
1995,1
1996,1
1997,1
1998,6
1999,1
2000,4
2001,4
2002,2
2003,1
2004,2
2005,6
2006,1
2007,1
2008,6
2009,4
2010,1
2011,4
2012,2
2013,2
2014,9
2015,2
2016,4
2017,9
2018,6
2019,1
2020,1
2021,2
2022,1
2023,1
2024,2
2025,1
2026,4
2027,1
2028,1
2029,1
2030,1
2031,5
2032,1
2033,1
2034,1
2035,6
2036,4
2037,1
2038,1
2039,1
2040,6
2041,5
2042,1
2043,1
2044,2
2045,4
2046,6
2047,4
2048,2
2049,4
2050,1
2051,2
2052,4
2053,1
2054,1
2055,2
2056,4
2057,2
2058,1
2059,4
2060,1
2061,5
2062,1
2063,1
2064,2
2065,4
2066,2
2067,1
2068,1
2069,2
2070,1
2071,4
2072,2
2073,1
2074,1
2075,1
2076,6
2077,9
2078,1
2079,4
2080,1
2081,2
2082,4
2083,6
2084,3
2085,1
2086,1
2087,1
2088,2
2089,1
2090,4
2091,4
2092,5
2093,4
2094,1
2095,3
2096,2
2097,2
2098,2
2099,1
2100,2
2101,1
2102,4
2103,2
2104,2
2105,1
2106,2
2107,8
2108,1
2109,6
2110,1
2111,8
2112,1
2113,1
2114,9
2115,1
2116,1
2117,4
2118,1
2119,2
2120,1
2121,2
2122,1
2123,2
2124,1
2125,1
2126,1
2127,4
2128,4
2129,1
2130,1
2131,1
2132,2
2133,1
2134,1
2135,1
2136,4
2137,3
2138,1
2139,1
2140,2
2141,5
2142,2
2143,2
2144,1
2145,2
2146,2
2147,9
2148,2
2149,1
2150,1
2151,1
2152,4
2153,4
2154,5
2155,6
2156,4
2157,2
2158,2
2159,1
2160,5
2161,2
2162,4
2163,1
2164,1
2165,1
2166,4
2167,2
2168,4
2169,4
2170,1
2171,1
2172,1
2173,9
2174,1
2175,1
2176,1
2177,4
2178,3
2179,1
2180,1
2181,1
2182,1
2183,6
2184,4
2185,2
2186,1
2187,3
2188,1
2189,1
2190,2
2191,1
2192,4
2193,1
2194,4
2195,1
2196,4
2197,1
2198,2
2199,2
2200,4
2201,1
2202,1
2203,4
2204,1
2205,2
2206,1
2207,1
2208,1
2209,8
2210,1
2211,1
2212,1
2213,9
2214,1
2215,3
2216,6
2217,8
2218,1
2219,2
2220,3
2221,4
2222,1
2223,6
2224,2
2225,8
2226,1
2227,1
2228,1
2229,4
2230,1
2231,1
2232,4
2233,1
2234,1
2235,4
2236,1
2237,1
2238,2
2239,1
2240,1
2241,1
2242,1
2243,5
2244,6
2245,1
2246,2
2247,9
2248,1
2249,4
2250,1
2251,4
2252,3
2253,2
2254,1
2255,1
2256,2
2257,6
2258,1
2259,1
2260,1
2261,2
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,1
2271,2
2272,1
2273,1
2274,3
2275,4
2276,4
2277,3
2278,1
2279,1
2280,2
2281,2
2282,1
2283,6
2284,1
2285,1
2286,8
2287,1
2288,1
2289,8
2290,1
2291,4
2292,1
2293,4
2294,2
2295,1
2296,9
2297,3
2298,4
2299,1
2300,3
2301,6
2302,6
2303,1
2304,3
2305,1
2306,1
2307,2
2308,2
2309,4
2310,1
2311,1
2312,1
2313,4
2314,4
2315,1
2316,2
2317,3
2318,1
2319,6
2320,1
2321,2
2322,1
2323,6
2324,4
2325,1
2326,1
2327,8
2328,1
2329,1
2330,6
2331,1
2332,2
2333,1
2334,5
2335,1
2336,5
2337,1
2338,4
2339,2
2340,1
2341,8
2342,1
2343,2
2344,1
2345,1
2346,6
2347,1
2348,1
2349,5
2350,2
2351,3
2352,4
2353,1
2354,1
2355,4
2356,1
2357,8
2358,2
2359,1
2360,1
2361,9
2362,1
2363,1
2364,1
2365,9
2366,1
2367,8
2368,3
2369,6
2370,4
2371,6
2372,1
2373,1
2374,4
2375,2
2376,1
2377,1
2378,8
2379,8
2380,4
2381,1
2382,7
2383,1
2384,4
2385,3
2386,4
2387,1
2388,4
2389,1
2390,2
2391,1
2392,2
2393,1
2394,1
2395,1
2396,1
2397,1
2398,9
2399,4
2400,1
2401,4
2402,1
2403,5
2404,2
2405,2
2406,1
2407,1
2408,1
2409,6
2410,1
2411,1
2412,1
2413,2
2414,2
2415,4
2416,2
2417,3
2418,2
2419,1
2420,4
2421,4
2422,1
2423,1
2424,8
2425,1
2426,1
2427,4
2428,3
2429,9
2430,1
2431,2
2432,1
2433,4
2434,1
2435,1
2436,1
2437,1
2438,1
2439,2
2440,1
2441,2
2442,4
2443,1
2444,6
2445,6
2446,1
2447,2
2448,2
2449,1
2450,3
2451,10
2452,1
2453,1
2454,8
2455,6
2456,2
2457,1
2458,1
2459,6
2460,1
2461,1
2462,2
2463,4
2464,4
2465,4
2466,3
2467,4
2468,1
2469,4
2470,1
2471,1
2472,1
2473,4
2474,4
2475,1
2476,4
2477,4
2478,1
2479,5
2480,4
2481,2
2482,1
2483,6
2484,2
2485,2
2486,4
2487,2
2488,9
2489,4
2490,1
2491,1
2492,1
2493,4
2494,1
2495,2
2496,3
2497,4
2498,1
2499,4
2500,4
2501,4
2502,8
2503,4
2504,2
2505,4
2506,1
2507,1
2508,1
2509,1
2510,2
2511,4
2512,1
2513,2
2514,2
2515,6
2516,1
2517,1
2518,4
2519,1
2520,1
2521,4
2522,1
2523,9
2524,1
2525,1
2526,1
2527,2
2528,1
2529,1
2530,1
2531,1
2532,4
2533,5
2534,3
2535,1
2536,1
2537,3
2538,1
2539,1
2540,1
2541,1
2542,1
2543,3
2544,2
2545,1
2546,2
2547,1
2548,2
2549,2
2550,4
2551,1
2552,1
2553,2
2554,2
2555,2
2556,1
2557,4
2558,6
2559,1
2560,1
2561,4
2562,1
2563,5
2564,1
2565,4
2566,1
2567,8
2568,2
2569,1
2570,2
2571,6
2572,9
2573,2
2574,4
2575,1
2576,8
2577,1
2578,1
2579,1
2580,4
2581,5
2582,1
2583,1
2584,4
2585,1
2586,1
2587,1
2588,4
2589,9
2590,1
2591,2
2592,1
2593,4
2594,2
2595,4
2596,1
2597,1
2598,1
2599,1
2600,4
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,2
2608,4
2609,4
2610,2
2611,1
2612,2
2613,2
2614,1
2615,1
2616,4
2617,1
2618,10
2619,1
2620,1
2621,1
2622,2
2623,2
2624,4
2625,1
2626,1
2627,1
2628,4
2629,3
2630,1
2631,4
2632,2
2633,3
2634,4
2635,1
2636,4
2637,2
2638,9
2639,2
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,2
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,6
2657,1
2658,1
2659,4
2660,3
2661,4
2662,1
2663,8
2664,1
2665,3
2666,1
2667,9
2668,2
2669,3
2670,1
2671,1
2672,1
2673,1
2674,1
2675,1
2676,5
2677,2
2678,1
2679,1
2680,4
2681,1
2682,4
2683,2
2684,1
2685,1
2686,4
2687,4
2688,2
2689,1
2690,1
2691,3
2692,9
2693,4
2694,1
2695,3
2696,2
2697,1
2698,1
2699,1
2700,2
2701,4
2702,4
2703,4
2704,1
2705,1
2706,1
2707,4
2708,3
2709,1
2710,2
2711,7
2712,1
2713,1
2714,5
2715,1
2716,2
2717,3
2718,10
2719,1
2720,4
2721,4
2722,1
2723,1
2724,2
2725,4
2726,1
2727,4
2728,1
2729,1
2730,4
2731,1
2732,1
2733,1
2734,4
2735,1
2736,4
2737,1
2738,1
2739,2
2740,1
2741,9
2742,1
2743,1
2744,3
2745,1
2746,1
2747,2
2748,2
2749,2
2750,1
2751,1
2752,1
2753,1
2754,2
2755,9
2756,9
2757,2
2758,5
2759,2
2760,1
2761,1
2762,4
2763,1
2764,6
2765,2
2766,1
2767,2
2768,1
2769,2
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,4
2777,1
2778,4
2779,1
2780,1
2781,1
2782,2
2783,2
2784,8
2785,1
2786,1
2787,1
2788,9
2789,1
2790,1
2791,2
2792,1
2793,1
2794,1
2795,4
2796,9
2797,6
2798,1
2799,4
2800,2
2801,4
2802,1
2803,5
2804,4
2805,2
2806,1
2807,1
2808,4
2809,1
2810,2
2811,4
2812,5
2813,2
2814,5
2815,1
2816,4
2817,1
2818,6
2819,4
2820,1
2821,1
2822,2
2823,1
2824,1
2825,2
2826,1
2827,10
2828,1
2829,1
2830,2
2831,5
2832,2
2833,4
2834,1
2835,2
2836,2
2837,1
2838,4
2839,8
2840,1
2841,1
2842,4
2843,1
2844,4
2845,1
2846,8
2847,2
2848,4
2849,1
2850,2
2851,1
2852,1
2853,8
2854,1
2855,1
2856,1
2857,2
2858,1
2859,8
2860,1
2861,2
2862,1
2863,2
2864,8
2865,4
2866,4
2867,2
2868,2
2869,2
2870,1
2871,1
2872,1
2873,3
2874,4
2875,2
2876,4
2877,1
2878,2
2879,1
2880,1
2881,1
2882,2
2883,3
2884,2
2885,1
2886,1
2887,8
2888,4
2889,1
2890,4
2891,2
2892,1
2893,4
2894,5
2895,1
2896,4
2897,4
2898,2
2899,4
2900,1
2901,1
2902,1
2903,4
2904,1
2905,2
2906,4
2907,4
2908,3
2909,1
2910,2
2911,1
2912,1
2913,1
2914,2
2915,1
2916,2
2917,4
2918,4
2919,2
2920,1
2921,4
2922,1
2923,1
2924,6
2925,1
2926,2
2927,1
2928,1
2929,1
2930,4
2931,4
2932,4
2933,1
2934,6
2935,1
2936,1
2937,1
2938,3
2939,4
2940,4
2941,5
2942,1
2943,1
2944,4
2945,1
2946,1
2947,6
2948,4
2949,1
2950,4
2951,1
2952,1
2953,8
2954,1
2955,1
2956,1
2957,1
2958,2
2959,3
2960,4
2961,1
2962,2
2963,4
2964,3
2965,2
2966,1
2967,1
2968,2
2969,1
2970,1
2971,3
2972,1
2973,1
2974,2
2975,1
2976,4
2977,2
2978,3
2979,2
2980,2
2981,1
2982,2
2983,4
2984,10
2985,2
2986,1
2987,1
2988,4
2989,4
2990,1
2991,2
2992,3
2993,2
2994,4
2995,2
2996,8
2997,4
